Set,Bonafide Or Spoof,Language,Singer,Title,Model,Url
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[爱情转移],unknown,https://www.bilibili.com/video/BV1Ak4y1q7V8/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Cantonese,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[约定],unknown,https://www.bilibili.com/video/BV1vc411n7Qj/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[一直很安静],unknown,https://www.bilibili.com/video/BV1qv4y1n7cz/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[不败的英雄],unknown,https://www.bilibili.com/video/BV1Nm4y1B7E1/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[体面],unknown,https://www.bilibili.com/video/BV17s4y1E71g/?spm_id_from=333.788
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[乌梅子酱],unknown,https://www.bilibili.com/video/BV1Qs4y127Yn/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[我记得],unknown,https://www.bilibili.com/video/BV1vc411n7Qj/?spm_id_from=333.788
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[苹果],unknown,https://www.bilibili.com/video/BV1Tm4y1U7Sf/?spm_id_from=333.788
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[曹操],unknown,https://www.bilibili.com/video/BV1zs4y1d7i7/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[漠河舞厅],unknown,https://www.bilibili.com/video/BV1Ag4y1G7w2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[慢慢],unknown,https://www.bilibili.com/video/BV1EM4y1273R/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mao_Buyi,【AI翻唱/毛不易】当毛不易翻唱[有生之年],unknown,https://www.bilibili.com/video/BV1Xo4y1t7KK/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,bonafide,Mandarin,Mayday,Mayday五月天 [ 我不願讓你一個人I Won't Let You Be Lonely ] Official Music Video - 末日版,N/A,https://www.youtube.com/watch?v=38lcQsEMGrk
Training,bonafide,Mandarin,Mayday,月亮代表我的心,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=66
Training,bonafide,Mandarin,Mayday,第二人生,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=46
Training,bonafide,Mandarin,Mayday,MAYDAY 五月天 [ 突然好想你 Suddenly missing you so bad ] Official Music Video,N/A,https://www.youtube.com/watch?v=GtDRcXtDg-4
Training,bonafide,Mandarin,Mayday,你不是真正的快乐,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=11
Training,bonafide,Mandarin,Mayday,恋爱ing,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=14
Training,bonafide,Mandarin,Mayday,天使,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=17
Training,bonafide,Mandarin,Mayday,后青春期的诗,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=37
Training,bonafide,Mandarin,Mayday,MAYDAY五月天 [ 將軍令Your Legend ] 電影版MV-電影「黃飛鴻」主題曲,N/A,https://www.youtube.com/watch?v=83I_5lq5MwI
Training,bonafide,Mandarin,Mayday,006. 陪你度过漫长岁月,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=6
Training,bonafide,Mandarin,Mayday,如果我们不曾相遇,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=15
Training,bonafide,Mandarin,Mayday,成名在望,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=34
Training,bonafide,Mandarin,Mayday,私奔到月球,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=6
Training,bonafide,Mandarin,Mayday,终结孤单,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=61
Training,bonafide,Mandarin,Mayday,疯狂世界,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=63
Training,bonafide,Mandarin,Mayday,Mayday [Step by Step] Official HD MV-TV drama「步步驚情」theme song,N/A,https://www.youtube.com/watch?v=97axrS3Npxk
Training,bonafide,Mandarin,Mayday,"Mayday [ Here, After, Us ] Official Music Video",N/A,https://www.youtube.com/watch?v=pd3eV-SG23E
Training,bonafide,Mandarin,Mayday,温柔,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=22
Training,bonafide,Mandarin,Mayday,干啦干啦,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=64
Training,bonafide,Mandarin,Mayday,派对动物,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=26
Training,bonafide,Mandarin,Mayday,你的神曲,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=41
Training,bonafide,Mandarin,Mayday,为爱而生,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=70
Training,bonafide,Mandarin,Mayday,孙悟空,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=51
Training,bonafide,Mandarin,Mayday,噢买尬,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=65
Training,bonafide,Mandarin,Mayday,明白,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=69
Training,bonafide,Mandarin,Mayday,夜访吸血鬼,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=28
Training,bonafide,Mandarin,Mayday,黑暗骑士,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=21
Training,bonafide,Mandarin,Mayday,Mayday【Song of battle】MV Official Anime version-[蘭陵王] Opening theme song,N/A,https://www.youtube.com/watch?v=DDs5bXh4erM
Training,bonafide,Mandarin,Mayday,010. 明年今日,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=10
Training,bonafide,Mandarin,Mayday,011. 不要说话,N/A,https://www.bilibili.com/video/BV1Jo4y1a7pA?p=11
Training,bonafide,Mandarin,Mayday,由我们主宰,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=36
Training,bonafide,Mandarin,Mayday,盛夏光年,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=19
Training,bonafide,Mandarin,Mayday,干杯,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=16
Training,bonafide,Mandarin,Mayday,离开地球表面,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=5
Training,bonafide,Mandarin,Mayday,青空未来,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=59
Training,bonafide,Mandarin,Mayday,我不愿让你一个人,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=12
Training,bonafide,Mandarin,Mayday,"Mayday五月天 [ 後來的我們 Here, After, Us ] Official Lyric Video",N/A,https://www.youtube.com/watch?v=1xvQFNDwQzs
Training,bonafide,Mandarin,Mayday,如烟,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=23
Training,bonafide,Mandarin,Mayday,我心中尚未崩坏的地方,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=56
Training,bonafide,Mandarin,Mayday,入阵曲,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=68
Training,bonafide,Mandarin,Mayday,什么歌,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=44
Training,bonafide,Mandarin,Mayday,最好的一天,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=43
Training,bonafide,Mandarin,Mayday,Mayday [Don'ts Don'ts] MV Official version- NOWHERE 3D Movie Theme Song,N/A,https://www.youtube.com/watch?v=xWTiOqJqkk0
Training,bonafide,Mandarin,Mayday,忘词,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=45
Training,bonafide,Mandarin,Mayday,诺亚方舟,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=53
Training,bonafide,Mandarin,Mayday,将军令,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=20
Training,bonafide,Mandarin,Mayday,小太阳,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=40
Training,bonafide,Mandarin,Mayday,拥抱,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=30
Training,bonafide,Mandarin,Mayday,我又初恋了,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=50
Training,bonafide,Mandarin,Mayday,一颗苹果,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=57
Training,bonafide,Mandarin,Mayday,伤心的人别听慢歌,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=13
Training,bonafide,Mandarin,Mayday,Mayday五月天 [ 如果我們不曾相遇What If We Had Never Met ] Official Music Video,N/A,https://www.youtube.com/watch?v=eZMH6Mo0f9A
Training,bonafide,Mandarin,Mayday,Mayday五月天【星空】MV官方完整版-電影「星空」主題曲,N/A,https://www.youtube.com/watch?v=RTUwaCImChM
Training,bonafide,Mandarin,Mayday,最重要的小事,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=29
Training,bonafide,Mandarin,Mayday,爆肝,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=60
Training,bonafide,Mandarin,Mayday,MAYDAY 五月天 [ 乾杯 Cheers ] Official Music Video,N/A,https://www.youtube.com/watch?v=qX2GsMj7154
Training,bonafide,Mandarin,Mayday,反而,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=67
Training,bonafide,Mandarin,Mayday,步步,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=10
Training,bonafide,Mandarin,Mayday,勇敢,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=52
Training,bonafide,Mandarin,Mayday,刻在我心底的名字,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=18
Training,bonafide,Mandarin,Mayday,洋葱,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=32
Training,bonafide,Mandarin,Mayday,突然好想你,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=3
Training,bonafide,Mandarin,Mayday,仓颉,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=31
Training,bonafide,Mandarin,Mayday,顽固,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=42
Training,bonafide,Mandarin,Mayday,香水,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=62
Training,bonafide,Mandarin,Mayday,后来的我们,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=4
Training,bonafide,Mandarin,Mayday,星空,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=25
Training,bonafide,Mandarin,Mayday,[音乐]五月天歌曲音乐合集,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui/?spm_id_from=333.337.search-card.all.click
Training,bonafide,Mandarin,Mayday,玫瑰少年,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=9
Training,bonafide,Mandarin,Mayday,任意门,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=49
Training,bonafide,Mandarin,Mayday,因为你所以我,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=24
Training,bonafide,Mandarin,Mayday,知足,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=2
Training,bonafide,Mandarin,Mayday,终于结束的起点,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=35
Training,bonafide,Mandarin,Mayday,笑忘歌,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=27
Training,bonafide,Mandarin,Mayday,转眼,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=39
Training,bonafide,Mandarin,Mayday,人生海海,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=54
Training,bonafide,Mandarin,Mayday,有些事现在不做一辈子都不会做了,N/A,https://www.bilibili.com/video/BV1iv4y1X7Ui?p=55
Training,spoof,Mandarin,Mayday,【AI阿信】起风了,sovits,https://www.bilibili.com/video/BV12s4y1w7dS/?spm_id_from=333.337.search-card.all.click
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 Butter-Fly(数码宝贝片头曲),unknown,https://www.bilibili.com/video/BV17X4y117Lf/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 枫,unknown,https://www.bilibili.com/video/BV1BL411B73u/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 小幸运,unknown,https://www.bilibili.com/video/BV1DM41137X3/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 愿与愁,unknown,https://www.bilibili.com/video/BV1ha4y1u7Zi/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 淘汰,unknown,https://www.bilibili.com/video/BV18o4y1x7KJ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 超级偶像,unknown,https://www.bilibili.com/video/BV1c24y1T718/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 情书,unknown,https://www.bilibili.com/video/BV1K24y1K7sU/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 红色高跟鞋,unknown,https://www.bilibili.com/video/BV1mP41127Hu/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Hokkien,Mayday,AI翻唱-五月天 好野,unknown,https://www.bilibili.com/video/BV13L411B781/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 吃醋-ヤキモチ,unknown,https://www.bilibili.com/video/BV1Cu4y1d7Le/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 神秘嘉宾,unknown,https://www.bilibili.com/video/BV1i24y1T7iE/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,「 AI 翻唱 」年轻的阿信和16年阿信一起唱《任意门》,unknown,https://www.bilibili.com/video/BV1YM4y1h7GB/?spm_id_from=333.788.recommend_more_video.0&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 美人鱼,unknown,https://www.bilibili.com/video/BV1Eo4y1A7qK/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 甜甜的,unknown,https://www.bilibili.com/video/BV1BV4y167dV/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 Brave Heart(数码宝贝插曲),unknown,https://www.bilibili.com/video/BV1us4y1M7sy/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Mayday,AI翻唱-五月天阿信 暖暖(英文版),unknown,https://www.bilibili.com/video/BV1U24y1A7W5/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Hokkien,Mayday,AI翻唱-五月天阿信 鱼仔,unknown,https://www.bilibili.com/video/BV1uo4y1573e/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 说谎,unknown,https://www.bilibili.com/video/BV1Ms4y1g7YQ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 想自由,unknown,https://www.bilibili.com/video/BV11X4y117gr/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 稻香日语版,unknown,https://www.bilibili.com/video/BV1Lo4y157sa/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 恶作剧(恶作剧之吻片尾曲),unknown,https://www.bilibili.com/video/BV13V4y167Tt/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Mayday,AI翻唱-五月天阿信 Never Gonna Give You Up,unknown,https://www.bilibili.com/video/BV1RL411q7YR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 嘉宾,unknown,https://www.bilibili.com/video/BV1qL41187EN/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 稻香,unknown,https://www.bilibili.com/video/BV1sz4y1a7s1/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 勇气大爆发,unknown,https://www.bilibili.com/video/BV1Qh4y1x7th/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 红豆,unknown,https://www.bilibili.com/video/BV17o4y1M7Ci/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信想见你想见你想见你,unknown,https://www.bilibili.com/video/BV1fL411h7BN/?spm_id_from=333.788.recommend_more_video.1&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 听我说谢谢你,unknown,https://www.bilibili.com/video/BV1wV4y167tr/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 轨迹,unknown,https://www.bilibili.com/video/BV14c411N7Qx/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 你曾是少年,unknown,https://www.bilibili.com/video/BV1ML411a7yM/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 美人鱼-周杰伦,unknown,https://www.bilibili.com/video/BV1kV4y1k7W4/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 认真的雪,unknown,https://www.bilibili.com/video/BV1hk4y1L7DJ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Cantonese,Mayday,AI翻唱-五月天阿信 江南(粤语版),unknown,https://www.bilibili.com/video/BV1es4y1Q7fb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 奇迹再现(迪迦奥特曼中文主题曲),unknown,https://www.bilibili.com/video/BV11c411T7ip/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 青鸟(火影忍者片头曲),unknown,https://www.bilibili.com/video/BV1ra4y1u7wB/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 演员,unknown,https://www.bilibili.com/video/BV1PP411d743/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 青春之火(火力少年王主题曲),unknown,https://www.bilibili.com/video/BV1hh411c78T/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 浮世乐,unknown,https://www.bilibili.com/video/BV1BX4y1y7Fb/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 星空(翻唱我自己的歌),unknown,https://www.bilibili.com/video/BV1yV4y1z7zu/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 遇到(恶作剧之吻主题曲),unknown,https://www.bilibili.com/video/BV1vh4y1t7D3/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,English,Mayday,AI翻唱-五月天阿信 Cruel Summer,unknown,https://www.bilibili.com/video/BV1ic411G71f/?spm_id_from=pageDriver&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 我们的纪念(放羊的星星电视剧插曲),unknown,https://www.bilibili.com/video/BV1co4y1P7Ya/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 陪你度过漫长岁月,unknown,https://www.bilibili.com/video/BV1vT411h7ag/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 说爱你,unknown,https://www.bilibili.com/video/BV16W4y1S7bz/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 江南,unknown,https://www.bilibili.com/video/BV1eV4y1k7HV/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 遇见,unknown,https://www.bilibili.com/video/BV18M4y1W77h/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 极乐净土,unknown,https://www.bilibili.com/video/BV1Fo4y1V7G9/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 这么可爱真是抱歉,unknown,https://www.bilibili.com/video/BV1Do4y1K7n7/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 情歌,unknown,https://www.bilibili.com/video/BV1hu411s7Hd/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 说好的幸福呢,unknown,https://www.bilibili.com/video/BV1Qz4y1h7BR/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 七里香,unknown,https://www.bilibili.com/video/BV1Vc411P7Jp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 十年,unknown,https://www.bilibili.com/video/BV1uk4y1E7to/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 群青(蓝色时期主题曲),unknown,https://www.bilibili.com/video/BV1Uu411x7Di/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 爱在西元前,unknown,https://www.bilibili.com/video/BV1om4y1h7aQ/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 恋爱循环,unknown,https://www.bilibili.com/video/BV1mz4y1t7FT/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 这世界那么多人,unknown,https://www.bilibili.com/video/BV1SM41137pX/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 One Last Kiss(新世纪福音战士:终 剧场版主题曲),unknown,https://www.bilibili.com/video/BV1xN41117WW/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 天真有邪,unknown,https://www.bilibili.com/video/BV1Ss4y1u7z2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 开心往前飞(动画-开心宝贝主题曲),unknown,https://www.bilibili.com/video/BV1X94y1Y7ep/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 凤凰花开的路口,unknown,https://www.bilibili.com/video/BV13u411x7hp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 谢谢-ありがと,unknown,https://www.bilibili.com/video/BV1bo4y1T7ET/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 米老鼠(06年阿信与16年的阿信),unknown,https://www.bilibili.com/video/BV1Mh4y147nD/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 We Are！(海贼王片头曲),unknown,https://www.bilibili.com/video/BV1eu411s7Cp/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 丝路,unknown,https://www.bilibili.com/video/BV1pk4y1p7m2/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 唯一(告五人),unknown,https://www.bilibili.com/video/BV19m4y1b726/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Mandarin,Mayday,AI翻唱-五月天阿信 开不了口,unknown,https://www.bilibili.com/video/BV1Qc411w79E/?spm_id_from=333.788
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 only my railgun(某科学的超电磁炮片头曲),unknown,https://www.bilibili.com/video/BV14m4y1t7Yj/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
Training,spoof,Japanese,Mayday,AI翻唱-五月天阿信 OAOA(日语版),unknown,https://www.bilibili.com/video/BV1TP411D7A6/?spm_id_from=333.788&vd_source=bda8c28f9763524b2b9bd9962b1b4120
